2523A016 2523A017;2541A002 2541A007;2;281001.5
2523A017 2541A003;2541A002 2541A007;2;281713.5
2523A016 2523A017;2541A007 2541A008;2;281715.5
2523A017 2541A003;2541A007 2541A008;2;282427.5
2523A016 2523A017;2541A008 2541A009;2;282978.5
2523A017 2541A003;2541A008 2541A009;2;283690.5
2523A016 2523A017;2541A009 2541A010;2;283791.5
2541A019 2541A003;2541A002 2541A007;2;284439.5
2523A017 2541A003;2541A009 2541A010;2;284503.5
2541A018 2541A019;2541A002 2541A007;2;284833.5
2541A019 2541A003;2541A007 2541A008;2;285153.5
2523A016 2523A017;2541A010 2541A011;2;285195.5
2541A007 2541A008;2541A018 2541A019;2;285547.5
2523A017 2541A003;2541A010 2541A011;2;285907.5
2523A016 2523A017;2541A011 2541A012;2;286319.5
2541A019 2541A003;2541A008 2541A009;2;286416.5
2534A030 2534A031;2543A010 2543A011;2;286490.5
2523A016 2523A017;2541A012 2541A013;2;286683.5
2541A018 2541A019;2541A008 2541A009;2;286810.5
2541A011 2541A012;2523A017 2541A003;2;287031.5
2541A017 2541A018;2541A002 2541A007;2;287187.5
2541A019 2541A003;2541A009 2541A010;2;287229.5
2541A012 2541A013;2523A017 2541A003;2;287395.5
2541A009 2541A010;2541A018 2541A019;2;287623.5
2541A007 2541A008;2541A017 2541A018;2;287901.5
2541A016 2541A017;2541A002 2541A007;2;288012.5
2541A013 2541A015;2523A016 2523A017;2;288240.5
2541A019 2541A003;2541A010 2541A011;2;288633.5
2541A016 2541A017;2541A007 2541A008;2;288726.5
2541A013 2541A015;2523A017 2541A003;2;288952.5
2541A010 2541A011;2541A018 2541A019;2;289027.5
2541A008 2541A009;2541A017 2541A018;2;289164.5
2541A015 2541A016;2541A002 2541A007;2;289241.5
2534A031 2543A003;2543A010 2543A011;2;289254.5
2523A016 2523A017;2541A015 2541A016;2;289586.5
2541A011 2541A012;2541A019 2541A003;2;289757.5
2541A015 2541A016;2541A007 2541A008;2;289955.5
2541A009 2541A010;2541A017 2541A018;2;289977.5
2541A016 2541A017;2541A008 2541A009;2;289989.5
2541A012 2541A013;2541A019 2541A003;2;290121.5
2541A011 2541A012;2541A018 2541A019;2;290151.5
2541A015 2541A016;2523A017 2541A003;2;290298.5
2541A012 2541A013;2541A018 2541A019;2;290515.5
2541A013 2541A015;2541A002 2541A007;2;290587.5
2541A016 2541A017;2541A009 2541A010;2;290802.5
2523A016 2523A017;2541A016 2541A017;2;290815.5
2543A007 2543A001;2543A009 2543A010;2;290917.5
2541A015 2541A016;2541A008 2541A009;2;291218.5
2541A013 2541A015;2541A007 2541A008;2;291301.5
2541A010 2541A011;2541A017 2541A018;2;291381.5
2534A030 2534A031;2543A011 2543A003;2;291442.5
2541A016 2541A017;2523A017 2541A003;2;291527.5
2523A016 2523A017;2541A017 2541A018;2;291640.5
2541A013 2541A015;2541A019 2541A003;2;291678.5
2523A007 2523A008;2523A006 2523A007;2;291822.5
2541A015 2541A016;2541A009 2541A010;2;292031.5
2541A013 2541A015;2541A018 2541A019;2;292072.5
2541A012 2541A013;2541A002 2541A007;2;292144.5
2534A044 2534A045;2534A015 2534A044;2;292160.5
2514A020 2523A003;2523A005 2523A006;2;292163.5
2541A016 2541A017;2541A010 2541A011;2;292206.5
2523A017 2541A003;2541A017 2541A018;2;292352.5
2541A011 2541A012;2541A017 2541A018;2;292505.5
2541A011 2541A012;2541A002 2541A007;2;292508.5
2541A013 2541A015;2541A008 2541A009;2;292564.5
2523A008 2523A009;2523A009 2523A001;2;292706.5
2533A043 2533A007;2533A041 2533A045;2;292757.5
2541A012 2541A013;2541A007 2541A008;2;292858.5
2541A012 2541A013;2541A017 2541A018;2;292869.5
2543A010 2543A011;2543A011 2543A003;2;292874.5
2541A015 2541A016;2541A019 2541A003;2;293024.5
2541A011 2541A012;2541A007 2541A008;2;293222.5
2543A007 2543A001;2543A008 2543A009;2;293290.5
2541A016 2541A017;2541A011 2541A012;2;293330.5
2541A013 2541A015;2541A009 2541A010;2;293377.5
2523A002 2523A011;2523A015 2524A001;2;293380.5
2541A015 2541A016;2541A018 2541A019;2;293418.5
2523A002 2523A011;2523A050 2524A001;2;293422.5
2541A015 2541A016;2541A010 2541A011;2;293435.5
2533A015 2533A016;2533A007 2533A015;2;293632.5
2541A010 2541A011;2541A002 2541A007;2;293632.5
2541A016 2541A017;2541A012 2541A013;2;293694.5
2514A041 2514A00705;2532A005 2514A041;2;293873.5
3512A012 3512A016;3512A011 3512A012;2;293898.5
2543A001 2543A008;2543A009 2543A010;2;293949.5
2533A028 2533A058;2533A035 2533A058;2;293959.5
2523A016 2523A017;2541A018 2541A019;2;293994.5
2523A002 2523A011;2523A013 2523A048;2;294055.5
2541A012 2541A013;2541A008 2541A009;2;294121.5
2523A004 2523A005;2514A020 2523A003;2;294194.5
2534A031 2543A003;2543A011 2543A003;2;294206.5
2541A016 2541A017;2541A019 2541A003;2;294253.5
2541A010 2541A011;2541A007 2541A008;2;294346.5
2523A016 2523A017;2541A019 2541A003;2;294388.5
2541A013 2541A015;2541A017 2541A018;2;294426.5
2523A015 2524A001;2523A011 2523A012;2;294448.5
2541A011 2541A012;2541A008 2541A009;2;294485.5
2523A050 2524A001;2523A011 2523A012;2;294490.5
2541A015 2541A016;2541A011 2541A012;2;294559.5
2531A094 2531A182;2531A088 2531A090;2;294644.5
2541A016 2541A017;2541A018 2541A019;2;294647.5
2523A003 2523A004;2514A020 2523A003;2;294666.5
2523A017 2541A003;2541A018 2541A019;2;294706.5
2541A013 2541A015;2541A010 2541A011;2;294781.5
2543A007 2543A001;2543A001 2543A008;2;294794.5
2541A015 2541A016;2541A012 2541A013;2;294923.5
2541A012 2541A013;2541A009 2541A010;2;294934.5
2541A009 2541A010;2541A002 2541A007;2;295036.5
2534A030 2534A031;2534A031 2543A003;2;295062.5
2541A019 2541A003;2541A017 2541A018;2;295078.5
2541A019 2541A003;2523A017 2541A003;2;295100.5
2523A013 2523A048;2523A011 2523A012;2;295123.5
2514A036 2514A037;2514A034 2514A176;2;295181.5
2541A013 2541A015;2541A016 2541A017;2;295251.5
2541A011 2541A012;2541A009 2541A010;2;295298.5
2523A003 2523A004;2523A005 2523A006;2;295323.5
2523A002 2523A011;2523A012 2523A013;2;295369.5
2514A040 2514A007;2514A037 2514A038;2;295417.5
2543A009 2543A010;2543A008 2543A009;2;295453.5
2541A018 2541A019;2541A017 2541A018;2;295472.5
2514A038 2514A039;2514A040 2514A007;2;295558.5
2541A010 2541A011;2541A008 2541A009;2;295609.5
2541A001 2541A006;2543A017 2543A007;2;295647.5
2531A090 2531A094;2531A094 2531A182;2;295677.5
2532A014 2541A001;2541A002 2532A013;2;295694.5
2541A009 2541A010;2541A007 2541A008;2;295750.5
2541A015 2541A016;2541A017 2541A018;2;295772.5
2523A004 2523A005;2523A005 2523A006;2;295795.5
2523A015 2524A001;2523A012 2523A013;2;295837.5
2541A008 2541A009;2541A002 2541A007;2;295849.5
2523A012 2523A013;2523A050 2524A001;2;295879.5
2541A013 2541A015;2541A011 2541A012;2;295905.5
2534A024 3512A020;3512A002 3512A008;2;295969.5
2514A013 2514A014;2514A011 2514A012;2;296011.5
2533A065 2533A064;2533A063 2533A026;2;296059.5
2514A012 2514A013;2514A013 2514A014;2;296065.5
2532A109 2532A01104;2532A106 2532A109;2;296104.5
2514A143 2514A144;2514A139 2514A00504;2;296132.5
2532A027 2532A028;2532A016 2541A001;2;296139.5
2532A010032532A107;2532A106 2532A107;2;296188.5
2533A055 2533A054;2533A003 2533A055;2;296246.5
2523A032 2523A031;2523A034 2523A032;2;296247.5
2523A010 2523A002;2523A001 2523A010;2;296250.5
2534A002 2534A018;2534A003 2534A018;2;296253.5
2541A013 2541A015;2541A012 2541A013;2;296269.5
2514A036 2514A037;2514A176 2514A036;2;296279.5
2514A039 2514A040;2514A037 2514A038;2;296317.5
2543A001 2543A008;2543A008 2543A009;2;296322.5
2543A020 2543A007;2534A043 2543A019;2;296325.5
2541A012 2541A013;2541A010 2541A011;2;296338.5
2514A145 2514A139;2514A139 2514A00504;2;296356.5
2442A140 2442A139;2442A130 2442A140;2;296422.5
2541A002 2532A013;2532A013 2532A014;2;296422.5
2541A010 2541A011;2541A009 2541A010;2;296422.5
2523A012 2523A013;2523A011 2523A012;2;296437.5
2532A037 2532A072;2532A072 2532A097;2;296456.5
2514A038 2514A039;2514A039 2514A040;2;296458.5
2531A004022531A019;2531A020 2531A021;2;296461.5
2541A013 2541A015;2541A015 2541A016;2;296480.5
2514A037 2514A092;2514A092 2523A042;2;296509.5
2523A013 2523A048;2523A012 2523A013;2;296512.5
2514A030 2514A00501;2514A029 2514A030;2;296545.5
2541A007 2541A008;2541A008 2541A009;2;296563.5
2532A075 2532A071;2532A076 2532A071;2;296586.5
2541A015 2541A016;2541A016 2541A017;2;296597.5
3512A017 3512A016;3512A006 3512A017;2;296602.5
2532A027 2532A028;2532A015 2532A016;2;296614.5
2534A050 2534A009;2534A051 2534A050;2;296623.5
2531A051 2531A052;2531A050 2531A051;2;296661.5
2532A029 2532A030;2532A030 2532A00603;2;296675.5
2513A193 2514A008;2514A008 2514A001;2;296682.5
2532A016 2541A001;2532A015 2532A028;2;296697.5
2533A079 2533A037;2533A078 2533A079;2;296699.5
2541A011 2541A012;2541A010 2541A011;2;296702.5
2541A001 2541A006;2541A006 2543A017;2;296715.5
2534A003 2534A020;2534A020 2534A021;2;296719.5
2514A176 2514A036;2514A034 2514A176;2;296728.5
2533A045 2533A042;2533A042 2533A043;2;296738.5
2514A065 2514A066;2514A010 2514A004;2;296743.5
2513A088 2513A107;2531A078 2531A079;2;296750.5
2523A002 2523A011;2523A011 2523A012;2;296758.5
2543A017 2543A007;2541A006 2543A017;2;296758.5
2531A090 2531A094;2531A088 2531A090;2;296793.5
2514A010 2514A081;2514A066 2514A081;2;296812.5
3512A002 3512A008;3512A020 3512A008;2;296839.5
2513A107 2531A079;2531A078 2531A079;2;296845.5
2533A117052533A030;2533A030 2533A031;2;296911.5
2514A039 2514A040;2514A040 2514A007;2;296926.5
2533A095 2533A096;2533A096 2533A050;2;296926.5
2534A024 3512A020;3512A020 3512A008;2;296956.5
2442A058 2444A045;2442A010 2442A058;2;296993.5
2541A016 2541A017;2541A017 2541A018;2;297001.5
2541A009 2541A010;2541A008 2541A009;2;297013.5
2543A020 2543A007;2543A020 2543A019;2;297046.5
2533A019 2533A114;2533A018 2533A019;2;297052.5
2442A123 2442A064;2442A139 2442A122;2;297070.5
3512A019 3512A014;3512A005 3512A019;2;297070.5
2532A014 2541A001;2532A013 2532A014;2;297098.5
2534A043 2543A019;2543A020 2543A019;2;297105.5
2532A086 2532A047;2532A086 2532A087;2;297112.5
2541A007 2541A008;2541A002 2541A007;2;297112.5
2523A016 2523A017;2523A017 2541A003;2;297114.5
2444A006 2444A078;2444A078 2444A050;2;297136.5
2531A185 2531A040;2531A040 2531A00302;2;297148.5
2523A015 2524A001;2523A013 2523A048;2;297151.5
2532A015 2532A016;2532A015 2532A028;2;297172.5
2523A013 2523A048;2523A050 2524A001;2;297193.5
2442A001 2531A024;2531A024 2531A025;2;297220.5
2532A035 2532A036;2532A036 2532A037;2;297225.5
2513A089 2513A095;2513A095 2513A104;2;297229.5
2532A027 2532A028;2532A015 2532A028;2;297268.5
2533A081 2533A087;2533A039 2533A081;2;297286.5
2514A096 2514A094;2514A096 2512A095;2;297314.5
2514A029 2514A166;2514A147 2514A166;2;297342.5
2444A038 2444A010;2444A038 2444A037;2;297343.5
2532A015 2532A016;2532A016 2541A001;2;297351.5
2523A004 2523A005;2523A003 2523A004;2;297354.5
2533A073 2533A075;2533A075 2533A078;2;297354.5
2541A019 2541A003;2541A018 2541A019;2;297432.5
2541A012 2541A013;2541A011 2541A012;2;297462.5
2531A107 2531A106;2531A097 2531A107;2;297514.5
2533A089 2533A088;3511A015 2533A089;2;297534.5
2514A086 2514A088;2514A069 2514A086;2;297539.5
2442A173 2442A174;2442A173 2442A042;2;297540.5
2533A086 2534A040;2533A086 2533A088;2;297540.5
2531A045 2531A046;2531A046 2531A047;2;297562.5
2442A127022442A046;2442A067 2442A12701;2;297568.5
2442A061 2442A063;2442A063 2442A064;2;297574.5
2444A011 2444A031;2444A031 3422A045;2;297576.5
2442A044 2442A092;2442A092 2442A094;2;297582.5
2442A119 2442A139;2442A118 2442A119;2;297591.5
2531A102 2531A134;2531A134 2531A104;2;297595.5
2514A143 2514A144;2514A145 2514A139;2;297602.5
2514A057 2514A127;2514A128 2514A129;2;297618.5
3512A007 3512A002;3512A006 3512A007;2;297659.5
2533A085 2534A040;2533A085 2533A084;2;297665.5
2514A038 2514A039;2514A037 2514A038;2;297685.5
2442A067 2442A068;2442A068 2444A051;2;297700.5
2531A139 2531A112;2531A113 2531A139;2;297710.5
2444A045 2444A046;2444A046 2444A009;2;297716.5
2513A088 2513A107;2513A107 2531A079;2;297731.5
2531A048 2531A115;2531A115 2531A113;2;297742.5
2531A163 2531A182;2531A163 2533A074;2;297759.5
2442A049 2442A010;2442A048 2442A049;2;297769.5
2514A012 2514A013;2514A011 2514A012;2;297772.5
2523A015 2524A001;2523A050 2524A001;2;297784.5
2514A158 2514A152;2514A158 2514A05303;2;297826.5
