70;city;2532A005;861
345;city;2541A029;2136
69;city;2532A018;691
74;city;2523A016;1803
341;city;2541A030;390
73;city;2523A017;466
79;city;2541A007;324
353;city;2532A068;359
78;city;2541A008;843
77;city;2541A009;576
354;city;2532A029;856
352;city;2532A030;792
349;city;2514A135;213
350;city;2514A168;39
361;city;2532A101;108
360;city;2532A071;1132
63;city;2514A029;36
61;city;2523A008;1752
62;city;2514A030;336
67;city;2514A034;3759
68;city;2541A002;624
65;node;;0
102;city;2514A144;168
101;node;;0
103;city;2514A145;56
106;city;2514A166;160
312;city;2523A036;564
112;city;2514A139;770
111;city;2514A146;945
113;city;2514A140;700
116;city;2523A034;223
329;city;2532A075;1707
87;city;2514A126;325
331;city;2541A031;420
89;city;2514A125;220
90;city;2514A124;3
91;city;2514A122;324
328;city;2532A089;300
327;city;2532A102;48
98;city;2514A123;111
99;city;2514A141;1032
100;city;2514A142;85
688;node;;0
124;city;2523A027;1423
666;city;2532A010;144
667;node;;0
117;city;2523A032;1015
118;city;2523A043;467
125;city;2523A028;580
373;city;2532A028;108
180;city;2532A045;387
483;city;2514A069;907
478;city;2514A008;468
199;city;2532A037;912
200;city;2532A072;1131
197;city;2532A036;195
198;city;2532A061;406
192;city;2532A043;3017
191;city;2532A042;602
196;city;2532A035;72
195;city;2532A062;1239
183;city;2532A047;1010
181;city;2532A076;2565
715;node;;0
716;node;;0
713;city;2523A015;664
458;city;2513A087;396
218;city;2541A004;4038
453;city;2514A001;64
217;city;2532A011;8160
454;city;2514A060;788
455;city;2514A009;912
220;city;2523A030;5552
456;city;2513A086;418
219;city;2532A008;1116
275;city;2532A064;336
2;city;2514A038;102
276;city;2532A063;546
1;city;2514A037;327
273;city;2532A073;239
541;city;2514A064;436
274;city;2532A097;46
271;city;2532A034;1954
270;city;2532A002;1908
536;city;2514A062;680
535;city;2514A087;73
534;city;2514A088;529
533;city;2514A086;214
539;city;2514A074;624
538;city;2514A078;81
261;city;2532A027;407
537;city;2514A077;165
260;city;2532A007;1910
17;city;2523A003;1086
259;city;2532A006;1344
18;city;2523A004;192
19;city;2523A005;819
20;city;2523A006;810
563;node;;0
13;city;2514A033;5733
14;city;2514A020;1477
561;city;2531A079;444
15;city;2514A005;1337
562;city;2531A078;189
16;city;2514A031;2499
9;city;2514A016;823
10;city;2514A018;2032
11;city;2514A019;2877
12;city;2514A006;1939
7;city;2514A013;855
8;city;2514A014;531
305;city;2532A109;1722
306;city;2532A107;1050
307;city;2532A088;588
308;city;2523A031;952
301;city;2523A033;407
302;city;2523A042;126
303;city;2514A092;561
304;city;2523A035;756
297;city;2514A133;426
298;city;2514A134;791
299;city;2514A136;513
300;city;2514A177;343
25;city;2523A002;990
295;city;2514A137;520
296;city;2514A132;384
21;city;2523A007;1754
51;city;2541A001;746
290;city;2514A171;2074
49;city;2532A013;1104
291;city;2523A026;280
50;city;2532A014;680
47;city;2541A044;2502
530;city;2513A193;2036
48;city;2532A017;1176
531;city;2514A085;676
45;city;2532A106;3
46;city;2532A093;6552
532;city;2514A061;4
43;city;2514A041;3162
44;city;2514A007;6
41;city;2514A039;855
42;city;2514A040;687
39;city;2514A176;755
40;city;2514A036;217
