1;city;1224A252;7449
2;city;1224A225;1440
3;city;1224A224;784
4;city;1224A226;144
5;city;1224A164;108
6;city;1224A163;87
7;city;0244A039;28
8;node;0244A038;0
9;node;0244A100;0
10;city;0244A099;5
11;node;0244A116;0
12;node;0244A040;0
13;node;0244A041;0
14;node;0243A088;0
15;node;2312A018;0
16;node;2312A019;0
17;node;2312A148;0
18;node;2312A020;0
19;node;2312A004;0
20;node;2312A026;0
21;node;2312A147;0
22;node;2312A027;0
23;city;2312A010;52
24;city;2311A015;56
25;node;1343A083;0
26;node;1343A023;0
27;node;2312A028;0
28;node;2312A022;0
29;node;2312A176;0
30;node;2312A021;0
31;node;2312A005;0
32;city;1334A094;1
33;city;1334A162;54
34;node;1334A092;0
35;city;1334A091;44
36;node;1343A152;0
37;node;1343A154;0
38;city;1343A084;40
39;node;1343A151;0
40;node;1343A159;0
41;node;1343A025;0
42;node;1343A026;0
43;node;1242A008;0
44;node;1242A070;0
45;node;1224A260;0
46;city;1313A022;209
47;node;2312A177;0
48;node;1212A127;0
49;node;1212A131;0
50;node;1212A125;0
51;node;1212A126;0
52;city;1212A130;106
53;city;1223A188;114
54;city;1223A184;6
55;city;1223A187;390
56;city;1223A183;12
57;city;1223A257;102
58;city;1223A186;162
59;city;1223A185;1782
60;city;1223A176;6
61;node;1223A192;0
62;city;1223A189;6
63;city;1223A091;92
64;city;1223A248;88
65;city;1223A191;16
66;city;1223A190;714
67;city;1241A081;148
68;node;1221A215;0
69;node;1221A131;0
70;node;1221A135;0
71;node;1221A219;0
72;node;1221A221;0
73;node;1221A021;0
74;node;1221A024;0
75;node;1221A022;0
76;node;1221A023;0
77;node;1221A149;0
78;node;1221A150;0
79;node;1221A017;0
80;node;1221A018;0
81;node;1221A019;0
82;node;1221A027;0
83;node;1221A146;0
84;city;1223A274;60
85;city;1223A020;320
86;node;1221A109;0
87;node;1221A110;0
88;city;1221A111;86
89;city;1221A107;103
90;node;1222A140;0
91;node;0244A127;0
92;node;0244A037;0
93;node;0244A097;0
94;node;0244A122;0
95;node;0244A120;0
96;node;0244A083;0
97;city;0244A084;1
98;node;0244A119;0
99;node;0244A118;0
100;node;0244A126;0
101;node;1212A006;0
102;node;1212A061;0
103;node;1212A054;0
104;node;1212A053;0
105;city;1223A266;11
106;city;1223A139;15
107;node;1223A275;0
108;city;1223A276;4
109;node;1212A095;0
110;node;1212A089;0
111;node;1212A090;0
112;node;1212A041;0
113;node;1212A040;0
114;node;1212A191;0
115;node;1212A039;0
116;node;1212A094;0
117;node;1212A052;0
118;node;1212A097;0
119;city;1212A038;6
120;node;1212A182;0
121;node;1212A055;0
122;node;1221A129;0
123;node;1212A091;0
124;node;1212A101;0
125;node;1212A103;0
126;city;1223A174;216
127;city;1223A280;294
128;city;1313A207;112
129;city;1313A183;420
130;city;1313A184;4
131;city;1223A054;213
132;city;1223A135;261
133;city;1223A136;63
134;city;1223A137;492
135;city;1223A138;354
136;city;1223A053;138
137;city;1223A165;9
138;city;1223A015;60
139;city;1241A002;219
140;city;1241A227;448
141;city;1241A244;12
142;city;1241A225;159
143;city;1241A226;106
144;city;1241A222;648
145;city;1241A223;78
146;city;1241A236;80
147;node;1241A237;0
148;city;1241A011;71
149;city;1241A220;192
150;city;1241A221;948
151;city;1241A217;44
152;city;1241A032;306
153;city;1241A012;80
154;city;1241A031;436
155;city;1223A260;8
156;city;1241A030;1908
157;city;1212A092;72
158;node;1212A030;0
159;node;1212A110;0
160;city;1242A173;366
161;city;1242A053;20
162;city;1242A054;468
163;city;1242A055;784
164;city;1331A182;346
165;city;1331A191;974
166;city;1331A161;296
167;city;1331A042;584
168;city;1331A008;537
169;city;1332A184;166
170;city;1332A186;142
171;city;1332A201;250
172;city;1332A191;10
173;node;1332A179;0
174;city;1332A178;124
175;node;1332A204;0
176;city;1332A205;527
177;city;1332A187;187
178;city;1331A033;141
179;city;1331A034;14
180;city;1331A144;235
181;node;1212A167;0
182;node;1212A119;0
183;node;1211A063;0
184;node;1211A065;0
185;node;1211A064;0
186;node;1213A052;0
187;node;1213A062;0
188;city;1213A051;6
189;node;1213A053;0
190;city;1242A014;84
191;node;1224A264;0
192;node;1224A016;0
193;city;1331A090;186
194;city;1331A091;345
195;node;1331A085;0
196;city;1331A088;249
197;city;1331A014;1152
198;city;1331A092;96
199;city;1331A037;3
200;city;1331A120;267
201;city;1331A038;3
202;city;1331A086;294
203;city;1331A121;162
204;city;1331A115;6
205;city;1331A039;312
206;city;1331A040;2
207;city;1331A116;164
208;city;1331A119;88
209;city;1331A118;231
210;city;1331A084;247
211;city;1223A090;202
212;city;1241A034;208
213;city;1223A092;170
214;city;1223A093;753
215;city;1223A193;87
216;city;1241A035;160
217;city;1241A216;33
218;city;1242A147;795
219;city;1242A148;951
220;city;1242A132;717
221;city;1242A182;2308
222;city;1224A290;48
223;city;1224A078;582
224;city;1241A033;1050
225;city;1243A020;1050
226;city;1242A027;53
227;city;1242A127;402
228;city;1242A082;587
229;city;1223A261;27
230;node;1223A013;0
231;city;1241A184;48
232;city;1241A183;39
233;node;1242A009;0
234;city;1242A247;22
235;node;1224A101;0
236;node;1224A143;0
237;city;1224A070;9
238;city;1224A263;585
239;node;1224A262;0
240;node;1242A010;0
241;node;1242A096;0
242;node;1224A233;0
243;node;1242A100;0
244;node;1242A099;0
245;city;1242A017;33
246;city;1242A219;6
247;city;1242A083;648
248;city;1332A037;8225
249;city;1332A229;631
250;node;1332A097;0
251;city;1332A098;840
252;city;1332A002;3521
253;city;1332A117;151
254;city;1332A118;1224
255;city;1332A167;296
256;city;1332A135;184
257;city;1334A035;228
258;node;1334A034;0
259;city;1334A113;150
260;city;1334A033;45
261;city;1334A107;186
262;city;1334A109;88
263;city;1334A106;196
264;city;1334A108;104
265;node;1224A024;0
266;node;1224A007;0
267;city;1224A073;543
268;city;1224A223;6
269;city;1224A219;60
270;city;1224A253;570
271;city;1224A222;173
272;city;1224A218;27
273;city;1223A130;867
274;city;1223A111;654
275;city;1223A110;186
276;city;1224A075;499
277;city;1223A131;831
278;city;1223A155;42
279;city;1223A154;36
280;city;1223A152;387
281;city;1223A109;381
282;city;1223A140;300
283;city;1223A141;816
284;city;1223A145;20
285;node;1223A144;0
286;node;1223A142;0
287;city;1223A143;191
288;city;1223A147;66
289;city;1223A149;96
290;city;1223A148;72
291;city;1223A150;10
292;city;1223A153;12
293;city;1223A163;279
294;city;1223A132;390
295;city;1223A156;4
296;city;1223A151;166
297;city;1223A157;165
298;city;1223A133;330
299;city;1224A001;75
300;city;1224A079;459
301;city;1224A076;816
302;city;1224A217;420
303;city;1224A221;1616
304;city;1224A220;1448
305;city;1223A037;1005
306;city;1223A036;372
307;city;1223A194;252
308;city;1223A247;237
309;city;1223A182;918
310;city;1241A028;312
311;city;1241A038;379
312;city;1241A037;318
313;city;1241A088;180
314;city;1241A044;189
