369;195;196;2532A062 2532A035;701;30
96;44;666;2514A007022532A01001;1311;51
370;195;276;2532A063 2532A062;1391;60
95;44;45;2514A007082532A106;1015;40
371;196;271;2532A034 2532A035;1731;97
102;46;666;2532A093 2532A010;4109;160
372;196;197;2532A035 2532A036;1874;75
101;46;219;2532A093022532A00801;493;35
373;197;198;2532A036 2532A061;2300;139
100;46;48;2532A093022532A017;3389;241
374;197;199;2532A036 2532A037;1797;111
99;46;47;2532A093012541A04401;1555;61
364;191;192;2532A042 2532A043;1090;76
363;191;271;2532A042 2532A034;2764;120
365;192;195;2532A043 2532A062;3788;245
111;50;327;2532A014 2532A102;282;24
413;220;308;2523A031 2523A030;4782;213
411;218;345;2541A004 2541A029;3483;251
412;218;219;2541A004 2532A008;1205;91
686;453;455;2514A009 2514A001;204;14
409;217;219;2532A008022532A01101;261;19
136;63;65;2514A028 2514A029;674;27
685;453;454;2514A001 2514A060;248;18
410;217;305;2532A109 2532A01104;3502;221
135;62;111;2514A030 2514A146;2002;140
408;217;218;2532A011022541A004;1404;97
137;63;106;2514A029 2514A166;1036;66
134;62;63;2514A029 2514A030;1272;60
133;61;125;2523A008 2523A028;210;16
155;73;74;2523A016 2523A017;733;54
695;458;530;2513A193 2513A087;2875;139
157;74;220;2523A030 2523A016;6239;447
696;458;563;2513A087 2513A099;1046;40
689;454;532;2514A060 2514A061;2333;126
147;69;329;2532A075 2532A018;173;10
690;455;456;2513A086 2514A009;5902;295
148;69;354;2532A018 2532A029;6549;362
687;453;478;2514A008 2514A001;85;6
149;70;483;2532A005 2514A069;11965;726
688;454;483;2514A060 2514A069;574;39
150;70;199;2532A005 2532A037;5696;375
691;455;539;2514A074 2514A009;5400;253
145;67;301;2514A034 2523A033;9770;504
146;68;79;2541A002 2541A007;1291;59
165;79;341;2541A007 2541A030;200;14
164;78;331;2541A008 2541A031;2098;152
163;78;79;2541A007 2541A008;2950;141
161;77;78;2541A008 2541A009;81;6
190;98;99;2514A123 2514A141;2342;103
180;91;98;2514A122 2514A123;2064;133
177;89;91;2514A125 2514A122;1237;66
178;90;98;2514A124 2514A123;285;10
176;89;90;2514A125 2514A124;2472;110
